"Campaign name","Ad set name","Ad name",Age,Gender,"Campaign name","Result Type",Results,"Cost per result","Amount spent (INR)","Result rate",Frequency,"CTR (all)","CPM (cost per 1,000 impressions)","Reporting starts","Reporting ends"
"PATC Webinar","Detailed Targeting – News + Interests","Yatindra Dongre",35-44,female,"PATC Webinar",,,,7.25,,1.3666666666667,0,176.82926829,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Approach,25-34,female,"PATC Webinar",,,,7.2072454487238,,1.0454545454545,0,313.35849777,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Yatindra Dongre - 2",55-64,male,"PATC Webinar",,,,7.18,,1.2380952380952,3.84615385,276.15384615,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 2",55-64,female,"PATC Webinar",,,,7.0997782252029,,2.25,0,197.21606181,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Indicators,18-24,male,"PATC Webinar",,,,7.099417709292,,1.1698113207547,1.61290323,114.50673725,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course - NA",Vasudev,25-34,male,"PATC Course",,,,7.07,,1.0571428571429,0,191.08108108,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","SM YAtindra",18-24,female,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,7.06,7.06,1.7543859649123,3.8,1.75438596,123.85964912,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","New Creative #4",45-54,unknown,"PATC Webinar",,,,7,,2.6666666666667,0,437.5,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Sharks,35-44,female,"PATC Webinar",,,,6.95,,1.0833333333333,0,267.30769231,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Indicators - Female",45-54,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,6.95,,1.55,3.22580645,224.19354839,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Consistent Results",35-44,female,"PATC Webinar",,,,6.9129451744449,,1.0344827586207,0,230.43150581,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Prashant Gore",55-64,male,"PATC Webinar",,,,6.9,,1.1304347826087,0,265.38461538,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Sharks,18-24,female,"PATC Webinar - Conv - 19th Jan 22",,,,6.8270762502427,,1.0357142857143,1.72413793,117.70821121,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting","Inconsistent Profits",25-34,male,"PATC - Webinar - Lead - 21st Dec",,,,6.8,,1,0,400,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Sharks,55-64,female,"PATC Webinar - Conv - 19th Jan 22",,,,6.7571062154672,,1.25,0,225.23687385,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Vasudev,18-24,female,"PATC Webinar",,,,6.7383021993628,,1,0.42016807,28.31219411,2022-01-01,2022-03-31
"PATC Course","PATC Course","Milind Madgaonkar",55-64,female,"PATC Course",,,,6.73,,3.6666666666667,9.09090909,611.81818182,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Indicators - Female",18-24,female,"PATC Webinar - Conv - 19th Jan 22",,,,6.73,,1,0,292.60869565,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting","Working professionals",35-44,male,"PATC - Webinar - Lead - 21st Dec",,,,6.67,,1.0625,0,392.35294118,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Indicators - Female",18-24,female,"PATC Webinar",,,,6.6695382434816,,1.35,1.85185185,123.50996747,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Sharks,35-44,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,6.647153303677,,1.5,0,184.64314732,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","No Indicators",35-44,female,"PATC Webinar - CBO",,,,6.64,,1.6,6.25,415,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","Results - Reels",45-54,female,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,6.62,6.62,12.5,2,0,827.5,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Approach,45-54,female,"PATC Webinar - Conv - 19th Jan 22",,,,6.59,,1.4444444444444,0,506.92307692,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Milind Madgaonkar",18-24,male,"PATC Course",,,,6.58,,2.2,0,299.09090909,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits","Remarketing #3",18-24,male,"PATC Webinar – Remarketing – Copy",,,,6.53,,1.2941176470588,0,296.81818182,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting","Doodle Ad",45-54,male,"PATC - Webinar - Lead - 21st Dec","On-Facebook leads",2,3.26,6.52,11.111111111111,1.0588235294118,38.88888889,362.22222222,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Indicators - Female",35-44,male,"PATC Webinar",,,,6.51,,1,0,325.5,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","Testimonials #2 - Reels",18-24,male,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,6.51,6.51,2.7777777777778,1.8947368421053,0,180.83333333,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","No Indicators",55-64,male,"PATC Webinar - CBO",,,,6.49,,1.3888888888889,0,259.6,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","No Indicators",25-34,female,"PATC Webinar - CBO",,,,6.43,,1.1,9.09090909,584.54545455,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Indicators,35-44,unknown,"PATC Webinar",,,,6.4294726578518,,1.5714285714286,0,584.49751435,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits",Discovery,25-34,female,"PATC Webinar – Remarketing – Copy",,,,6.38,,1.1428571428571,0,797.5,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits","Remarketing #1",18-24,male,"PATC Webinar – Remarketing – Copy",,,,6.33,,1,0,904.28571429,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Landing Page - S",25-34,male,"PATC Webinar",,,,6.31,,1.1081081081081,2.43902439,153.90243902,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Trade Setup - Siemens",35-44,female,"PATC Webinar - CBO",,,,6.27,,1.3684210526316,0,241.15384615,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Ramnath Iyer - Reels",18-24,female,"PATC Webinar",,,,6.2392629549836,,1,1.57480315,49.12805476,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Vasudev,45-54,unknown,"PATC Webinar",,,,6.228430667957,,1,0,259.5179445,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","Video Ad #3",35-44,female,"PATC Webinar - CBO",,,,6.21,,1,0,477.69230769,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Inconsistent Profits",35-44,male,"PATC Webinar - CBO",,,,6.17,,1.4347826086957,0,186.96969697,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Indicators,25-34,unknown,"PATC Webinar",,,,6.16,,1.5625,8,246.4,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Date,18-24,male,"PATC Webinar",,,,6.16,,1.0634920634921,1.49253731,91.94029851,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","Yatindra Dongre",35-44,male,"PATC Webinar - CBO",,,,6.16,,1.0512820512821,4.87804878,150.24390244,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","Simplest Way",55-64,male,"PATC Webinar - CBO",,,,6.12,,1.2173913043478,0,218.57142857,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Indicators - Female",18-24,female,"PATC Webinar",,,,6.07,,1.25,5.71428571,173.42857143,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Date,25-34,female,"PATC Webinar",,,,6.06,,1.1333333333333,5.88235294,356.47058824,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Vasudev,35-44,unknown,"PATC Webinar",,,,6.0584734908217,,1,0,224.38790707,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase",Vasudev,45-54,female,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,6.0331362750036,6.0331362750036,7.1428571428571,2,0,430.93830536,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","New Reel",25-34,male,"PATC Webinar - CBO",,,,5.97,,1.0087336244541,0.43290043,25.84415584,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Landing Page - S",18-24,female,"PATC Webinar",,,,5.9499528303133,,2.2222222222222,0,148.74882076,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","New - Imbalance",55-64,female,"PATC Webinar - Conv - 19th Jan 22",,,,5.9100087013878,,2.3125,0,159.7299649,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","Results - Reels",25-34,female,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,5.85,5.85,3.8461538461538,1.625,0,225,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Prashant Gore",45-54,female,"PATC Webinar",,,,5.85,,1.4444444444444,0,450,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits",Discovery,18-24,male,"PATC Webinar – Remarketing – Copy",,,,5.82,,1.4615384615385,0,306.31578947,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","Results - Reels",18-24,male,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,5.82,5.82,2.9411764705882,1.7894736842105,0,171.17647059,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Vinaya,35-44,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,5.819711905324,,1,0,323.31732807,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting",Template,45-54,male,"PATC - Webinar - Lead - 21st Dec",,,,5.8,,1.0869565217391,0,232,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Ramnath Iyer - Reels",35-44,unknown,"PATC Webinar",,,,5.7393220130778,,0,0,717.41525163,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","Yatindra Dongre - 2",55-64,male,"PATC Webinar - CBO",,,,5.71,,1,14.28571429,815.71428571,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course",Testimonials,65+,male,"PATC Course",,,,5.7,,1.8,0,633.33333333,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Huge Losses",45-54,female,"PATC Webinar - CBO",,,,5.65,,1,0,1130,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","Testimonials - Reels",45-54,unknown,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,5.61,5.61,11.111111111111,9,22.22222222,623.33333333,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase",John,65+,male,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,5.59,5.59,25,1,25,1397.5,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course - NA","Ramnath Iyer",25-34,male,"PATC Course",,,,5.55,,1,0,1110,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Landing Page - S",18-24,male,"PATC Webinar",,,,5.5052829691678,,1.1162790697674,1.04166667,57.3466976,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Ramnath Iyer",45-54,unknown,"PATC Course",,,,5.49,,3,0,1830,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors","New - Imbalance – Copy",35-44,male,"Webinar 2021 - 2",,,,5.47,,1,0,170.9375,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Yatindra Dongre - 2",55-64,female,"PATC Webinar",,,,5.47,,1.0909090909091,0,227.91666667,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Indicators - Female",55-64,female,"PATC Webinar",,,,5.46,,2.3333333333333,0,390,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels",Indicators,25-34,male,"PATC Webinar - CBO",,,,5.45,,1,0.40322581,21.97580645,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","New - Imbalance",25-34,unknown,"PATC Webinar",,,,5.4398560287782,,2.375,2.63157895,143.15410602,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Indicators,55-64,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,5.4199626539148,,1.375,9.09090909,492.72387763,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Mutual Funds",25-34,male,"PATC Webinar",,,,5.41,,1,0,450.83333333,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Yatindra Dongre",25-34,female,"PATC Webinar",,,,5.4,,1.32,0,163.63636364,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","Yatindra Dongre",45-54,male,"PATC Webinar - CBO",,,,5.39,,1.2692307692308,3.03030303,163.33333333,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting","Inconsistent Profits",55-64,male,"PATC - Webinar - Lead - 21st Dec",,,,5.38,,2,0,2690,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors","Video Ad #3",35-44,male,"Webinar 2021 - 2",,,,5.38,,1,0,384.28571429,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Reel #1",45-54,unknown,"PATC Webinar",,,,5.3694918920351,,1.25,0,268.4745946,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Prashant Gore",35-44,female,"PATC Webinar",,,,5.32,,1.1,0,483.63636364,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Invest in Learning",35-44,female,"PATC Webinar - CBO",,,,5.32,,1.3333333333333,0,665,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Investing Edge",35-44,male,"PATC Webinar",,,,5.3,,1,0,212,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Analyse Stocks",55-64,unknown,"PATC Webinar",,,,5.2547394157228,,1,0,5254.73941572,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits",Date,65+,female,"PATC Webinar – Remarketing – Copy",,,,5.1796720775432,,2.5,0,517.96720775,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","Testimonials #2 - Reels",65+,male,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,5.17,5.17,7.1428571428571,2.8,0,369.28571429,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","Video Ad #3",25-34,female,"PATC Webinar - CBO",,,,5.16,,1,0,430,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Ajit Mahuli",18-24,female,"PATC Webinar",,,,5.1293687127647,,1.625,0,131.52227469,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Landing Page - S",45-54,male,"PATC Webinar",,,,5.11,,1,0,393.07692308,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting","Doodle Ad",25-34,female,"PATC - Webinar - Lead - 21st Dec",,,,5.1,,1.1153846153846,0,175.86206897,2022-01-01,2022-03-31
"PATC Course","PATC Course",Vasudev,45-54,unknown,"PATC Course",,,,5.07,,5,0,507,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Trading & Investing",18-24,male,"PATC Webinar",,,,4.99,,1.0909090909091,0,415.83333333,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Indicators - Female",35-44,unknown,"PATC Webinar",,,,4.989654547972,,1.25,6.66666667,332.64363653,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting",Indicators,25-34,female,"PATC - Webinar - Lead - 21st Dec",,,,4.97,,1.1875,0,261.57894737,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Trading & Investing",45-54,male,"PATC Webinar",,,,4.96,,1.2,0,206.66666667,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","Simplest Way",25-34,male,"PATC Webinar - CBO",,,,4.94,,1.3703703703704,0.9009009,44.5045045,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Template,55-64,unknown,"PATC Webinar",,,,4.92,,2.4166666666667,3.44827586,84.82758621,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Approach,45-54,unknown,"PATC Webinar",,,,4.9182062911058,,3.1666666666667,0,258.85296269,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1",Approach,35-44,male,"PATC Webinar - CBO",,,,4.91,,1.3461538461538,2.85714286,140.28571429,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","SM YAtindra",65+,unknown,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,4.88,4.88,16.666666666667,6,0,813.33333333,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course - NA","Rudrashish Sen",25-34,male,"PATC Course",,,,4.79,,1,0,1197.5,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","Yatindra Dongre - 2",25-34,male,"PATC Webinar - CBO",,,,4.78,,1,0,136.57142857,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Inconsistent Profits",25-34,female,"PATC Webinar",,,,4.7486519607843,,1.1470588235294,5.12820513,121.76030669,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 2",45-54,unknown,"PATC Webinar",,,,4.739851941896,,1.3125,0,225.70723533,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","New to Trading",45-54,female,"PATC Webinar – News",,,,4.72,,1.6923076923077,0,214.54545455,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase",Banner,35-44,female,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,4.7,4.7,6.25,1.7777777777778,0,293.75,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Date,45-54,female,"PATC Webinar - Conv - 19th Jan 22",,,,4.65,,1,0,2325,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Date,18-24,male,"PATC Webinar - Conv - 19th Jan 22",,,,4.65,,1.0408163265306,0,91.17647059,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","New - Imbalance",35-44,female,"PATC Webinar - CBO",,,,4.62,,1.2,0,256.66666667,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Huge Losses",45-54,male,"PATC Webinar - CBO",,,,4.62,,1.1935483870968,2.7027027,124.86486486,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Indicators - Female",25-34,male,"PATC Webinar",,,,4.6,,1,5,230,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Milind Madgaonkar",35-44,female,"PATC Course",,,,4.6,,4.75,0,242.10526316,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Vinaya,45-54,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,4.5697737813283,,1.4285714285714,0,228.48868907,2022-01-01,2022-03-31
"PATC Course","PATC Course",Testimonials,35-44,female,"PATC Course",,,,4.53,,1.0909090909091,0,377.5,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","Testimonials - Reels",35-44,unknown,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,4.49,4.49,33.333333333333,3,0,1496.66666667,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Video Ad #3",18-24,female,"PATC Webinar",,,,4.45,,1,10.34482759,153.44827586,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course - NA","Rudrashish Sen",65+,unknown,"PATC Course",,,,4.38,,1,0,4380,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","Yatindra Dongre - 2",45-54,male,"PATC Webinar - CBO",,,,4.34,,1.15,0,188.69565217,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Reel #1",35-44,male,"PATC Webinar - CBO",,,,4.26,,1,0,34.63414634,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Indicators,55-64,unknown,"PATC Webinar",,,,4.26,,1.1666666666667,3.57142857,152.14285714,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Simplest Way",45-54,unknown,"PATC Webinar",,,,4.2596605870675,,3.1666666666667,0,224.19266248,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course - NA",Vasudev,45-54,male,"PATC Course",,,,4.16,,1,0,277.33333333,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Vasudev,55-64,female,"PATC Webinar",,,,4.1399614314461,,2.625,0,98.57051027,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Analyse Stocks",25-34,female,"PATC Webinar",,,,4.12,,1.0833333333333,0,316.92307692,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests",Indicators,25-34,female,"PATC Webinar - CBO",,,,4.08,,2,0,510,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Shark,18-24,female,"PATC Webinar – News",,,,4.03,,1.6,0,125.9375,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors","Ajit Mahuli",45-54,male,"Webinar 2021 - 2",,,,4.01,,1,0,334.16666667,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Video Ad #3",35-44,unknown,"PATC Webinar",,,,4.01,,1,0,133.66666667,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Simplest Way",35-44,unknown,"PATC Webinar",,,,3.9796828958988,,0,0,1326.5609653,2022-01-01,2022-03-31
"PATC Course","PATC Course","Milind Bhalerao",25-34,female,"PATC Course",,,,3.96,,1,33.33333333,1320,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits","Remarketing #3",25-34,female,"PATC Webinar – Remarketing – Copy",,,,3.96,,1.2857142857143,0,440,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Milind Bhalerao",65+,male,"PATC Course",,,,3.94,,2.3333333333333,0,562.85714286,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Indicators - Female",35-44,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,3.94,,1,0,164.16666667,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","New - Imbalance",25-34,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,3.930005786202,,2.5,0,196.50028931,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","Testimonials - Reels",18-24,female,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,3.91,3.91,3.2258064516129,2.0666666666667,0,126.12903226,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Concept - Price Action",35-44,female,"PATC Webinar",,,,3.9,,1.375,0,354.54545455,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Analyse Stocks",18-24,male,"PATC Webinar",,,,3.89,,1.05,0,185.23809524,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting",Template,25-34,female,"PATC - Webinar - Lead - 21st Dec",,,,3.89,,1.1666666666667,0,277.85714286,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Vasudev,55-64,female,"PATC Webinar",,,,3.8390327070554,,0,15.38461538,295.31020824,2022-01-01,2022-03-31
"PATC Course","PATC Course","Milind Madgaonkar",35-44,unknown,"PATC Course",,,,3.75,,2,100,1875,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Ajit Mahuli",35-44,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,3.7298621639884,,1.25,0,248.6574776,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 1",55-64,male,"PATC Webinar",,,,3.7298316559101,,1,0,116.55723925,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Analyse Stocks",45-54,female,"PATC Webinar",,,,3.67,,2.6666666666667,12.5,458.75,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Testimonial - 2",25-34,male,"PATC Webinar - CBO",,,,3.66,,1,1.45985401,26.71532847,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course - NA","Ramnath Iyer",45-54,male,"PATC Course",,,,3.64,,1,0,1213.33333333,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Simplest Way",45-54,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,3.63,,1.5555555555556,7.14285714,259.28571429,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Simplest Way",35-44,female,"PATC Webinar - CBO",,,,3.62,,2,0,452.5,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase",John,45-54,female,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,3.62,3.62,20,1,0,724,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course - NA","Video Ad",35-44,male,"PATC Course",,,,3.61,,1,0,3610,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Sharks,45-54,female,"PATC Webinar",,,,3.59,,1.7777777777778,0,224.375,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Analyse Stocks",55-64,female,"PATC Webinar",,,,3.5898736158662,,1.05,0,170.94636266,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course - NA","Ramnath Iyer",35-44,male,"PATC Course",,,,3.53,,1,16.66666667,588.33333333,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Rudrashish Sen",18-24,male,"PATC Course",,,,3.53,,1.4,0,504.28571429,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Mutual Funds",35-44,male,"PATC Webinar",,,,3.51,,1,0,585,2022-01-01,2022-03-31
