"Campaign name","Ad set name","Ad name",Age,Gender,"Campaign name","Result Type",Results,"Cost per result","Amount spent (INR)","Result rate",Frequency,"CTR (all)","CPM (cost per 1,000 impressions)","Reporting starts","Reporting ends"
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Ajit Mahuli",45-54,male,"PATC Webinar - Conv - 19th Jan 22",,,,482.28217739722,,1.4401349072513,2.5175644,282.3666144,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits",Date,25-34,female,"PATC Webinar – Remarketing – Copy",,,,480.23959627059,,3.6510416666667,4.99286733,685.07788341,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits",Date,18-24,male,"PATC Webinar – Remarketing – Copy",,,,478.88968173301,,4.046511627907,2.93103448,275.22395502,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Prashant Gore",35-44,male,"PATC Webinar - Conv - 19th Jan 22",,,,478.88560494092,,1.5174081237911,2.9318037,305.21708409,2022-01-01,2022-03-31
"PATC Course","PATC Course","Video Ad",25-34,male,"PATC Course",,,,471.63,,1.9533898305085,3.36225597,511.52928416,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Approach,35-44,male,"PATC Webinar",,,,460.28213145115,,1.6390728476821,2.12121212,232.46572296,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Vasudev,45-54,male,"PATC Webinar",,,,458.98572401436,,1.3778248587571,2.05023065,235.25664993,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Template,25-34,female,"PATC Webinar",,,,458.2,,1.9122474747475,0.89138329,151.27104655,2022-01-01,2022-03-31
"PATC Course","PATC Course","Mentoring Session",45-54,male,"PATC Course",,,,455.08,,2.4475138121547,5.79382995,342.42287434,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Doodle Ad",45-54,male,"PATC Webinar",,,,439.57840914848,,1.3224852071006,1.67785235,245.84922212,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Indicators - Female",25-34,male,"PATC Webinar",,,,439.12,,1.4157608695652,1.06937209,120.405813,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Yatindra Dongre",25-34,male,"PATC Webinar",,,,435.40335668956,,1.219131283553,2.92233787,174.3007833,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Approach,25-34,male,"PATC Webinar",,,,435.20127863736,,1.3574843692534,1.35464644,117.90877232,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Ajit Mahuli",55-64,male,"PATC Webinar",,,,433.69662361826,,1.6669884169884,2.95309786,251.1271706,2022-01-01,2022-03-31
"PATC Course","PATC Course","Video Ad",45-54,male,"PATC Course",,,,432.69,,1.8046511627907,3.60824742,557.59020619,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits",Date,35-44,female,"PATC Webinar – Remarketing – Copy",,,,424.99309389911,,4.8161764705882,4.27480916,648.84441817,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Analyse Stocks",35-44,male,"PATC Webinar",,,,424.88321561416,,1.488,1.50537634,228.43183635,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Indicators,35-44,male,"PATC Webinar",,,,423.13529465368,,1.1683778234086,3.69068541,371.82363326,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Ajit Mahuli",25-34,male,"PATC Webinar - Conv - 19th Jan 22",,,,422.95436983973,,1.2786357786358,3.22093608,212.86077999,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","Ramnath Iyer",25-34,male,"PATC Webinar – News",,,,419.66,,1.1937212863706,0.66709429,53.83707505,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Template,35-44,female,"PATC Webinar",,,,409.3,,1.86328125,2.16631726,286.02375961,2022-01-01,2022-03-31
"PATC Course","PATC Course","Mentoring Session",25-34,male,"PATC Course",,,,407.75,,2.1232876712329,6.30824373,292.29390681,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Template,25-34,female,"PATC Webinar",,,,402.81,,1.8004587155963,1.78343949,256.56687898,2022-01-01,2022-03-31
"PATC Course","PATC Course","Ramnath Iyer",45-54,male,"PATC Course",,,,393.73,,1.6843575418994,4.8092869,326.47595357,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Template,55-64,male,"PATC Webinar - Conv - 19th Jan 22",,,,387.16929304807,,2.3467741935484,2.40549828,332.61966757,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Template,35-44,female,"PATC Webinar",,,,386.58,,1.5151515151515,1.625,241.6125,2022-01-01,2022-03-31
"PATC Course","PATC Course","Ramnath Iyer",25-34,male,"PATC Course",,,,385.44,,1.7314225053079,3.86266094,236.32127529,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Shark,35-44,male,"PATC Webinar – News",,,,378.64,,1.7996031746032,1.54355017,208.73208379,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Template,18-24,male,"PATC Webinar",,,,374.65,,1.8474576271186,0.68807339,85.92889908,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Huge Losses",25-34,male,"PATC Webinar",,,,369.30664779026,,1.4366459627329,1.51318634,159.66564971,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits","Last Few Seats Left",35-44,female,"PATC Webinar – Remarketing – Copy",,,,364.34491328786,,3.6012658227848,4.21792619,640.32497942,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Ramnath Iyer",35-44,male,"PATC Course",,,,362.41,,2.4923547400612,3.19018405,444.67484663,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels",Indicators,18-24,male,"PATC Webinar",,,,360.64685972257,,1.2933311459273,0.2410097,22.87352443,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Reel #1",18-24,male,"PATC Webinar",,,,357.96612613567,,1.3358871458105,0.282203,32.58681166,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","Webinar Feedback",45-54,male,"PATC Webinar – News",,,,354.83,,1.6774584487535,0.22964186,9.1554856,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Indicators,35-44,female,"PATC Webinar",,,,353.60123741054,,1.5519662921348,3.07692308,320.00111983,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Yatindra Dongre",25-34,male,"PATC Webinar - Conv - 19th Jan 22",,,,347.89156728886,,1.2741559953434,2.51256281,158.92716642,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Yatindra Dongre - 2",35-44,male,"PATC Webinar - Conv - 19th Jan 22",,,,346.9,,1.3545119705341,2.51529572,235.82596873,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Simplest Way",35-44,male,"PATC Webinar - Conv - 19th Jan 22",,,,343.32,,1.4789081885856,1.34228188,288.02013423,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Huge Losses",45-54,male,"PATC Webinar",,,,342.01576322573,,1.9002557544757,2.01884253,230.15865628,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 2",18-24,male,"PATC Webinar",,,,334.88953910147,,1.3550414666085,0.26414122,21.57515392,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Trade Setup - Siemens",25-34,male,"PATC Webinar",,,,333.24,,1.166935050993,1.19595216,153.28426863,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","New Creative #4",35-44,male,"PATC Webinar",,,,332.55,,1.5584594222834,2.29479259,293.51279788,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Prashant Gore",25-34,male,"PATC Webinar - Conv - 19th Jan 22",,,,325.93958145833,,1.3860252004582,3.30578512,269.37155492,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Yatindra Dongre - 2",35-44,male,"PATC Webinar",,,,325.63,,1.3135669362084,2.18878249,222.72913817,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Landing Page - S",35-44,male,"PATC Webinar",,,,319.46627523806,,1.6006389776358,3.12707917,212.552412,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Prashant Gore",35-44,male,"PATC Webinar",,,,317.43,,1.2862644415918,3.39321357,316.79640719,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Yatindra Dongre",45-54,male,"PATC Webinar",,,,316.26348285128,,1.2956810631229,3.33333333,270.3106691,2022-01-01,2022-03-31
"PATC Course","PATC Course","Milind Madgaonkar",25-34,male,"PATC Course",,,,315.91,,1.7053824362606,4.31893688,524.76744186,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Yatindra Dongre",25-34,male,"PATC Webinar",,,,313.97,,1.3118811881188,3.11320755,296.19811321,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","New - Imbalance",35-44,female,"PATC Webinar - Conv - 19th Jan 22",,,,310.50045715413,,1.3832236842105,2.14030916,369.20387295,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Sharks,45-54,male,"PATC Webinar",,,,308.17278609397,,1.6104651162791,1.80505415,278.13428348,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Indicators,18-24,male,"PATC Webinar",,,,305.10655351049,,1.6776315789474,1.96078431,108.77238984,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Yatindra Dongre",35-44,male,"PATC Webinar",,,,301.82,,1.3798561151079,4.06673618,314.72367049,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","New - Imbalance",35-44,male,"PATC Webinar",,,,301.09910720643,,1.2023313905079,1.80055402,208.51738726,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits","Last Few Seats Left",18-24,male,"PATC Webinar – Remarketing – Copy",,,,300.60580316581,,3.1129707112971,1.61290323,202.02002901,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits","Last Few Seats Left",25-34,female,"PATC Webinar – Remarketing – Copy",,,,299.41581977947,,3.1296296296296,3.25443787,442.92281032,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","New Reel",45-54,male,"PATC Webinar",,,,295.8840459877,,1.127808988764,1.30759651,184.23664134,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels",Profits,18-24,male,"PATC Webinar",,,,295.39,,1.364703989704,0.30649534,34.82140752,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Reel #1",25-34,female,"PATC Webinar",,,,293.10226411774,,1.6383928571429,0.99909173,133.10729524,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Analyse Stocks",25-34,male,"PATC Webinar",,,,291.59299694905,,1.2870662460568,1.2254902,142.9377436,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Indicators,45-54,male,"PATC Webinar",,,,288.95629994806,,1.2398286937901,4.31778929,499.0609671,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels",Indicators,25-34,female,"PATC Webinar",,,,287.07954017011,,1.3736979166667,0.85308057,136.05665411,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","No Indicators",55-64,male,"PATC Webinar",,,,286.06643688807,,2.3579545454545,1.56626506,344.6583577,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","New Creative #4",25-34,male,"PATC Webinar",,,,282.53,,1.4186550976139,1.83486239,216.00152905,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","New - Imbalance",55-64,male,"PATC Webinar - Conv - 19th Jan 22",,,,281.11041388276,,2.6835106382979,1.68483647,278.602987,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","New Reel",18-24,male,"PATC Webinar",,,,277.24442106894,,1.2465364895822,0.33254573,24.2622229,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","New Creative #3",45-54,male,"PATC Webinar – News",,,,275.08,,1.99,2.38693467,345.57788945,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","New Creative #4",45-54,male,"PATC Webinar",,,,274.83,,1.7422680412371,2.5147929,406.55325444,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase",Vasudev,35-44,male,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",20,13.74136684358,274.8273368716,3.7807183364839,2.0114068441065,1.51228733,519.52237594,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Indicators,25-34,female,"PATC Webinar",,,,273.06006652088,,1.6191860465116,2.06463196,245.1167563,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","New - Imbalance",25-34,male,"PATC Webinar",,,,271.2827666175,,1.1265328874025,1.68233548,134.23194786,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","Ramnath Iyer",35-44,male,"PATC Webinar – News",,,,270.78,,1.3836833602585,2.04319907,158.07355517,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Reel #1",35-44,female,"PATC Webinar",,,,268.54458797837,,1.1938775510204,1.4957265,286.90661109,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Indicators - Female",45-54,male,"PATC Webinar",,,,262.17,,1.625,2.3288638,185.01764291,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase",Vasudev,25-34,male,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",20,13.095601512158,261.91203024316,3.3783783783784,2.0992907801418,2.02702703,442.41897001,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Analyse,35-44,male,"PATC Webinar – News",,,,260.31,,1.7193347193347,3.02297461,314.76420798,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","New - Imbalance",45-54,female,"PATC Webinar",,,,259.15314125334,,1.9910714285714,2.09267564,387.37390322,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Analyse,25-34,male,"PATC Webinar – News",,,,258.86,,1.5946791862285,2.35525025,254.03336605,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","New - Imbalance",25-34,female,"PATC Webinar - Conv - 19th Jan 22",,,,257.90037971031,,1.7289325842697,1.21852153,209.50477637,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Yatindra Dongre - 2",25-34,male,"PATC Webinar - Conv - 19th Jan 22",,,,257.51,,1.2801556420233,1.67173252,195.67629179,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Indicators - Female",55-64,male,"PATC Webinar - Conv - 19th Jan 22",,,,254.97,,1.8939393939394,1.73333333,339.96,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Vasudev,35-44,male,"PATC Webinar",,,,252.77,,1.1047381546135,3.2731377,285.29345372,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Invest in Learning",25-34,female,"PATC Webinar",,,,248.25,,1.1981981981982,1.5037594,233.31766917,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Approach,45-54,male,"PATC Webinar",,,,246.36015049655,,1.7528517110266,1.95227766,267.20189859,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Yatindra Dongre - 2",25-34,male,"PATC Webinar",,,,245.03,,1.2046556741028,2.49597424,197.28663446,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Simplest Way",25-34,male,"PATC Webinar - Conv - 19th Jan 22",,,,243.12,,1.3099730458221,1.02880658,166.74897119,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase",John,25-34,male,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",20,12.0775,241.55,4.9382716049383,2.025,3.95061728,596.41975309,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Analyse Stocks",45-54,male,"PATC Webinar",,,,239.79627985121,,1.590051457976,0.97087379,258.67991354,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Indicators,45-54,female,"PATC Webinar",,,,239.15378340644,,1.9298780487805,4.26540284,377.81008437,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course",Vasudev,35-44,male,"PATC Course",,,,235.58,,2.1208791208791,0.77720207,610.31088083,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Invest in Learning",25-34,male,"PATC Webinar",,,,233.24,,1.0907216494845,1.60680529,220.4536862,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Indicators,55-64,male,"PATC Webinar",,,,233.06445093321,,2.21875,2.11267606,328.25979005,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Simplest Way",45-54,male,"PATC Webinar",,,,231.23157529563,,1.5760563380282,1.60857909,206.64126479,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Invest in Learning",35-44,female,"PATC Webinar",,,,231.09,,1.3472222222222,2.65095729,340.33873343,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Prashant Gore",45-54,male,"PATC Webinar - Conv - 19th Jan 22",,,,231.05057922071,,1.5353075170843,3.85756677,342.80501368,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Landing Page - S",25-34,male,"PATC Webinar",,,,226.05631066682,,1.4289693593315,2.14424951,146.88519212,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Vasudev,25-34,male,"PATC Webinar",,,,225.77,,1.0534509600415,0.68965517,111.21674877,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Trade Setup - Siemens",35-44,male,"PATC Webinar",,,,222.32,,1.3396501457726,1.63220892,241.91512514,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","New - Imbalance",18-24,male,"PATC Webinar",,,,222.30501562351,,1.490990990991,1.51057402,83.95204518,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 1",25-34,male,"PATC Webinar",,,,219.4900934242,,1.1160324391765,0.10061487,24.53774102,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","New to Trading",45-54,male,"PATC Webinar – News",,,,213.33,,1.8426573426573,3.79506641,404.80075901,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Template,18-24,male,"PATC Webinar - Conv - 19th Jan 22",,,,212.87961129239,,1.7781818181818,0.86912065,108.8341571,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 2",25-34,female,"PATC Webinar",,,,212.85335112911,,1.3161157024793,0.66718995,83.53742195,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Template,45-54,female,"PATC Webinar",,,,212.76,,2.3223684210526,2.12464589,301.35977337,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Indicators,35-44,female,"PATC Webinar",,,,212.58,,1.281746031746,3.86996904,329.07120743,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Approach,35-44,male,"PATC Webinar - Conv - 19th Jan 22",,,,210.94,,1.4830827067669,2.0278834,267.35107731,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Prashant Gore",25-34,male,"PATC Webinar",,,,210.59,,1.276740237691,3.9893617,280.03989362,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Ramnath Iyer",45-54,male,"PATC Course",,,,207.7,,2.5161290322581,4.35897436,532.56410256,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Invest in Learning",18-24,male,"PATC Webinar",,,,206.55,,1.2692307692308,0.80213904,92.04545455,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Ajit Mahuli",35-44,female,"PATC Webinar",,,,206.27461314685,,1.1795454545455,2.89017341,397.44626811,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Template,18-24,male,"PATC Webinar – News",,,,204.73,,1.5974842767296,1.47637795,100.75295276,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Template,35-44,female,"PATC Webinar - Conv - 19th Jan 22",,,,203.78962789025,,1.571875,4.1749503,405.14836559,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels",Profits,45-54,male,"PATC Webinar",,,,203.56,,1.2455882352941,0.59031877,240.33057851,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase",John,35-44,male,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",20,10.1655,203.31,6.2305295950156,1.9937888198758,3.73831776,633.36448598,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Ramnath Iyer",25-34,male,"PATC Course",,,,202.02,,2.5269709543568,1.64203612,331.72413793,2022-01-01,2022-03-31
